Sample_pk,State,Year,Month,Day,Site,Commo_code,Source_ID,Variety,Origin,Country_Code,Distrib_Type,Commo_Type,Claim,Quantity,Growst_Stcode,Packer_Stcode,Distrib_Stcode
2320,CA,22,5,2,633,GB, ,Unknown,2,595,T,FR,NC,,,,
2321,CA,22,5,2,661,GB,P,Na,1,,R,FR,NC,,,,CA
2322,CA,22,6,6,43,GB,P,Na,1,,R,FR,NC,,,,CA
2323,CA,22,6,6,277,GB, ,Na,2,595,H,FR,NC,,,,CA
2324,CA,22,6,6,409,GB,A,N/A,2,595,H,FR,PO,,,,CA
2325,CA,22,6,6,409,GB,B,French,2,595,H,FR,PO,,,,FL
2326,CA,22,6,6,433,GB,P,Na,1,,R,FR,NC,,,,CA
2327,CA,22,6,6,639,GB, ,Unknown,1,,R,FR,NC,,,,CA
2328,CA,22,6,6,659,GB,P,Na,1,,R,FR,NC,,,,CA
2329,CA,22,6,6,662,GB,P,Unknown,1,,R,FR,NC,,,,CA
2330,CA,22,7,5,17,GB, ,Na,1,,H,FR,NC,,,,CA
2331,CA,22,7,5,185,GB, ,French,2,415,H,FR,NC,,,,CA
2332,CA,22,7,5,220,GB, ,N/A,1,,T,FR,NC,,,,CA
2333,CA,22,7,5,268,GB, ,French,2,595,T,FR,NC,,,,FL
2334,CA,22,7,5,277,GB, ,Na,1,,H,FR,NC,,CA,CA,
2335,CA,22,7,5,404,GB, ,French,2,595,D,FR,PO,,,,FL
2336,CA,22,7,5,449,GB, ,Na,1,,R,FR,NC,,,CA,CA
2337,CA,22,7,5,450,GB, ,N/A,2,595,R,FR,PO,,,,CA
2338,CA,22,7,5,540,GB, ,Na,2,415,R,FR,NC,,,,FL
2339,CA,22,7,5,619,GB, ,N/A,2,595,H,FR,NC,,,,FL
2340,CA,22,7,5,645,GB, ,N/A,2,595,R,FR,PO,,,,CA
2341,CA,22,7,5,654,GB,V,French,1,,R,FR,NC,,,,CA
2342,CA,22,7,5,662,GB,U,French,2,595,R,FR,NC,,,,FL
2343,CA,22,8,1,43,GB, ,N/A,1,,T,FR,NC,,CA,CA,
2344,CA,22,8,1,82,GB, ,Green Beans,1,,T,FR,NC,,CA,CA,CA
2345,CA,22,8,1,114,GB, ,N/A,1,,H,FR,NC,,,,CA
2346,CA,22,8,1,216,GB, ,N/A,2,595,T,FR,NC,,,,CA
2347,CA,22,8,1,229,GB, ,N/A,1,,T,FR,NC,,,,CA
2348,CA,22,8,1,307,GB, ,N/A,2,595,D,FR,NC,,,,
2349,CA,22,8,1,409,GB,A,French French,2,595,H,FR,PO,,,,FL
2350,CA,22,8,1,409,GB,B,N/A,2,595,H,FR,PO,,,,FL
2351,CA,22,8,1,469,GB,A,Na,1,,L,FR,NC,,CA,CA,CA
2352,CA,22,8,1,469,GB,B,Na,1,,L,FR,NC,,,CA,
2353,CA,22,8,1,534,GB, ,Green Beans,1,,T,FR,NC,,,,CA
2354,CA,22,8,1,636,GB, ,N/A,1,,H,FR,NC,,,,CA
2355,CA,22,8,1,664,GB, ,N/A,1,,T,FR,NC,,,,CA
